"GUMERCINDO ROMANINI";"PTB";"4664";"29.89";"ADAMANTINA"
"MARIO RODRIGUES DE SANTANA";"PDS";"664";"22.19";"APARECIDA D'OESTE"
"PEDRO BOAVENTURA PINTO";"PMDB";"366";"12.23";"APARECIDA D'OESTE"
"HILARIO BOLOGNIN";"PDS";"13";"0.43";"APARECIDA D'OESTE"
"NILTON PASSOCA DE TOLEDO SILVA";"PMDB";"3548";"34.38";"APIAI"
"JOSE COELHO";"PDS";"2412";"23.37";"APIAI"
"ANTONIO DIMPINO PONTES";"PDS";"1760";"17.06";"APIAI"
"JOAO BENEDICTO BARBOSA";"PMDB";"1755";"17.01";"APIAI"
"NILTON PASSOCA DE TOLEDO SILVA";"PMDB";"3548";"34.38";"APIAI"
"JOSE COELHO";"PDS";"2412";"23.37";"APIAI"
"ANTONIO DIMPINO PONTES";"PDS";"1760";"17.06";"APIAI"
"JOAO BENEDICTO BARBOSA";"PMDB";"1755";"17.01";"APIAI"
"SYLVIO JOSE VENTUROLLI";"PDS";"16984";"29.48";"ARACATUBA"
"SIDNEY CINTI";"PMDB";"12280";"21.32";"ARACATUBA"
"VALDIR FELIZOLA DE MORAES";"PMDB";"10773";"18.7";"ARACATUBA"
"JOAO JORGE REZEK";"PMDB";"10123";"17.57";"ARACATUBA"
"PERCY SAMPAIO CAMARGO";"PT";"1584";"2.75";"ARACATUBA"
"SYLVIO JOSE VENTUROLLI";"PDS";"16984";"29.48";"ARACATUBA"
"SIDNEY CINTI";"PMDB";"12280";"21.32";"ARACATUBA"
"VALDIR FELIZOLA DE MORAES";"PMDB";"10773";"18.7";"ARACATUBA"
"JOAO JORGE REZEK";"PMDB";"10123";"17.57";"ARACATUBA"
"PERCY SAMPAIO CAMARGO";"PT";"1584";"2.75";"ARACATUBA"
"JAIR FERREIRA DUARTE JUNIOR";"PMDB";"2409";"40.38";"ARACOIABA DA SERRA"
"DIRLEI SALAS ORTEGA";"PDS";"1254";"21.02";"ARACOIABA DA SERRA"
"ADEMAR DUARTE";"PMDB";"728";"12.2";"ARACOIABA DA SERRA"
"MARIO EUZEBIO GONCALVES";"PDS";"508";"8.51";"ARACOIABA DA SERRA"
"MAURO ANTUNES PINTO";"PDS";"414";"6.94";"ARACOIABA DA SERRA"
"ABILIO MIRANDA";"PMDB";"32";"0.54";"ARACOIABA DA SERRA"
"JAIR FERREIRA DUARTE JUNIOR";"PMDB";"2409";"40.38";"ARACOIABA DA SERRA"
"DIRLEI SALAS ORTEGA";"PDS";"1254";"21.02";"ARACOIABA DA SERRA"
"ADEMAR DUARTE";"PMDB";"728";"12.2";"ARACOIABA DA SERRA"
"MARIO EUZEBIO GONCALVES";"PDS";"508";"8.51";"ARACOIABA DA SERRA"
"MAURO ANTUNES PINTO";"PDS";"414";"6.94";"ARACOIABA DA SERRA"
"ABILIO MIRANDA";"PMDB";"32";"0.54";"ARACOIABA DA SERRA"
"NATAL ABADIO DE LACERDA";"PDS";"961";"54.2";"ARAMINA"
"GILBERTO CAGLIARI";"PMDB";"642";"36.21";"ARAMINA"
"NATAL ABADIO DE LACERDA";"PDS";"961";"54.2";"ARAMINA"
"GILBERTO CAGLIARI";"PMDB";"642";"36.21";"ARAMINA"
"APARECIDO GUERSO";"PMDB";"634";"32.51";"ARANDU"
"JOSELYR BENEDITO SILVESTRE";"PDS";"621";"31.85";"ARANDU"
"JOAO BATISTA DEOLIN";"PDS";"382";"19.59";"ARANDU"
"AGENOR PERES SOBRINHO";"PMDB";"190";"9.74";"ARANDU"
"APARECIDO GUERSO";"PMDB";"634";"32.51";"ARANDU"
"JOSELYR BENEDITO SILVESTRE";"PDS";"621";"31.85";"ARANDU"
"JOAO BATISTA DEOLIN";"PDS";"382";"19.59";"ARANDU"
"AGENOR PERES SOBRINHO";"PMDB";"190";"9.74";"ARANDU"
"CLODOALDO MEDINA";"PMDB";"32678";"51.7";"ARARAQUARA"
"RUBENS CRUZ";"PDS";"13200";"20.89";"ARARAQUARA"
"JOAO BOSCO FARIA";"PT";"3846";"6.09";"ARARAQUARA"
"JOAO EVANGELISTA RODRIGUES PRIMIANO";"PTB";"2868";"4.54";"ARARAQUARA"
"ARNALDO IZIQUE CARAMURU";"PTB";"2073";"3.28";"ARARAQUARA"
"MARCELO EDUARDO LOPES";"PDT";"267";"0.42";"ARARAQUARA"
"CLODOALDO MEDINA";"PMDB";"32678";"51.7";"ARARAQUARA"
"RUBENS CRUZ";"PDS";"13200";"20.89";"ARARAQUARA"
"JOAO BOSCO FARIA";"PT";"3846";"6.09";"ARARAQUARA"
"JOAO EVANGELISTA RODRIGUES PRIMIANO";"PTB";"2868";"4.54";"ARARAQUARA"
"ARNALDO IZIQUE CARAMURU";"PTB";"2073";"3.28";"ARARAQUARA"
"MARCELO EDUARDO LOPES";"PDT";"267";"0.42";"ARARAQUARA"
"MILTON SEVERINO";"PMDB";"13743";"41.82";"ARARAS"
"JAIR DELLA COLETTA";"PDS";"9853";"29.98";"ARARAS"
"JOSE CARLOS MARTINI";"PDS";"2985";"9.08";"ARARAS"
"JORGE ROBERTO VIEIRA AGUIAR";"PT";"2229";"6.78";"ARARAS"
"MILTON SEVERINO";"PMDB";"13743";"41.82";"ARARAS"
"JAIR DELLA COLETTA";"PDS";"9853";"29.98";"ARARAS"
"JOSE CARLOS MARTINI";"PDS";"2985";"9.08";"ARARAS"
"JORGE ROBERTO VIEIRA AGUIAR";"PT";"2229";"6.78";"ARARAS"
"ABILIO JULIANO NICOLIELO";"PDS";"1692";"49.6";"AREALVA"
"LICIONOR ANVERSA";"PMDB";"932";"27.32";"AREALVA"
"JOSE RUIZ";"PMDB";"635";"18.62";"AREALVA"
"ABILIO JULIANO NICOLIELO";"PDS";"1692";"49.6";"AREALVA"
"LICIONOR ANVERSA";"PMDB";"932";"27.32";"AREALVA"
"JOSE RUIZ";"PMDB";"635";"18.62";"AREALVA"
"NELSON LUIZ DA SILVA";"PDS";"509";"35.9";"AREIAS"
"WILLIAN MIRANDA DE OLIVEIRA";"PMDB";"333";"23.48";"AREIAS"
"ANTENOR PINTO DE SOUZA NETO";"PDS";"222";"15.66";"AREIAS"
"THEREZINHA PRUDENTE FERREIRA LEITE";"PTB";"98";"6.91";"AREIAS"
"NILTON PINTO COSTA";"PMDB";"88";"6.21";"AREIAS"
"BENEDITO DE OLIVEIRA RAMOS";"PDS";"54";"3.81";"AREIAS"
"NELSON LUIZ DA SILVA";"PDS";"509";"35.9";"AREIAS"
"WILLIAN MIRANDA DE OLIVEIRA";"PMDB";"333";"23.48";"AREIAS"
"ANTENOR PINTO DE SOUZA NETO";"PDS";"222";"15.66";"AREIAS"
"THEREZINHA PRUDENTE FERREIRA LEITE";"PTB";"98";"6.91";"AREIAS"
"NILTON PINTO COSTA";"PMDB";"88";"6.21";"AREIAS"
"BENEDITO DE OLIVEIRA RAMOS";"PDS";"54";"3.81";"AREIAS"
"JOAO BATISTA DOS SANTOS";"PDS";"1101";"43.23";"AREIOPOLIS"
"HELIO RAMOS DE OLIVEIRA";"PDS";"510";"20.02";"AREIOPOLIS"
"BENEDITO PETRIN";"PTB";"91";"3.57";"AREIOPOLIS"
"JOAO BATISTA DOS SANTOS";"PDS";"1101";"43.23";"AREIOPOLIS"
"HELIO RAMOS DE OLIVEIRA";"PDS";"510";"20.02";"AREIOPOLIS"
"BENEDITO PETRIN";"PTB";"91";"3.57";"AREIOPOLIS"
"OSWALDO JOAO MOTTA";"PDS";"1226";"41.18";"ARIRANHA"
"APARECIDO GOMES";"PMDB";"983";"33.02";"ARIRANHA"
"NIVALDO ZOLLI";"PDS";"368";"12.36";"ARIRANHA"
"JOSE ABDO SADER";"PMDB";"128";"4.3";"ARIRANHA"
"OSWALDO JOAO MOTTA";"PDS";"1226";"41.18";"ARIRANHA"
"APARECIDO GOMES";"PMDB";"983";"33.02";"ARIRANHA"
"NIVALDO ZOLLI";"PDS";"368";"12.36";"ARIRANHA"
"JOSE ABDO SADER";"PMDB";"128";"4.3";"ARIRANHA"
"CLAUDIO ALVES DE MENEZES";"PMDB";"3285";"41.55";"ARTUR NOGUEIRA"
"DOUGLAS DEL\'ALAMO";"PDS";"2574";"32.56";"ARTUR NOGUEIRA"
"MARIANO APARECIDO FRANCO DE OLIVEIRA";"PMDB";"842";"10.65";"ARTUR NOGUEIRA"
"JOSE AMAZILIO TERESANI";"PDS";"561";"7.1";"ARTUR NOGUEIRA"
"CLAUDIO ALVES DE MENEZES";"PMDB";"3285";"41.55";"ARTUR NOGUEIRA"
"DOUGLAS DEL\'ALAMO";"PDS";"2574";"32.56";"ARTUR NOGUEIRA"
"MARIANO APARECIDO FRANCO DE OLIVEIRA";"PMDB";"842";"10.65";"ARTUR NOGUEIRA"
"JOSE AMAZILIO TERESANI";"PDS";"561";"7.1";"ARTUR NOGUEIRA"
"GERALDO BARBOSA DE ALMEIDA";"PMDB";"3702";"39.7";"ARUJA"
"ANTONIO CARLOS MENDONCA";"PDS";"2921";"31.32";"ARUJA"
"ELI DINIZ";"PDS";"605";"6.49";"ARUJA"
"JANUARIO ANUNZIATO";"PDS";"414";"4.44";"ARUJA"
"ELITO CARLOS DE JESUS";"PT";"239";"2.56";"ARUJA"
"LUIZ ANTONIO TOSATO";"PDT";"106";"1.14";"ARUJA"
"JOAO CARAJILEASCOV NETO";"PMDB";"102";"1.09";"ARUJA"
"LADISLAU DE ROSSI";"PDT";"73";"0.78";"ARUJA"
"GERALDO BARBOSA DE ALMEIDA";"PMDB";"3702";"39.7";"ARUJA"
"ANTONIO CARLOS MENDONCA";"PDS";"2921";"31.32";"ARUJA"
"ELI DINIZ";"PDS";"605";"6.49";"ARUJA"
"JANUARIO ANUNZIATO";"PDS";"414";"4.44";"ARUJA"
"ELITO CARLOS DE JESUS";"PT";"239";"2.56";"ARUJA"
"LUIZ ANTONIO TOSATO";"PDT";"106";"1.14";"ARUJA"
"JOAO CARAJILEASCOV NETO";"PMDB";"102";"1.09";"ARUJA"
"LADISLAU DE ROSSI";"PDT";"73";"0.78";"ARUJA"
"SANTILLI SOBRINHO";"PMDB";"11406";"35.65";"ASSIS"
"VALCIR CORONADO ANTUNES";"PDS";"10617";"33.18";"ASSIS"
"ABILIO NOGUEIRA DUARTE";"PMDB";"5011";"15.66";"ASSIS"
"CARLOS PINHEIRO";"PMDB";"1092";"3.41";"ASSIS"
"ALBERTO DA CRUZ GALLO";"PTB";"1038";"3.24";"ASSIS"
"SIDNEI BARBOSA";"PT";"587";"1.83";"ASSIS"
"SANTILLI SOBRINHO";"PMDB";"11406";"35.65";"ASSIS"
"VALCIR CORONADO ANTUNES";"PDS";"10617";"33.18";"ASSIS"
"ABILIO NOGUEIRA DUARTE";"PMDB";"5011";"15.66";"ASSIS"
"CARLOS PINHEIRO";"PMDB";"1092";"3.41";"ASSIS"
"ALBERTO DA CRUZ GALLO";"PTB";"1038";"3.24";"ASSIS"
"SIDNEI BARBOSA";"PT";"587";"1.83";"ASSIS"
"GILBERTO SANTANNA";"PMDB";"7376";"31.1";"ATIBAIA"
"JOSE APARECIDO FERREIRA FRANCO";"PDS";"4726";"19.93";"ATIBAIA"
"JOSE EULER SOARES GUZZI";"PMDB";"2416";"10.19";"ATIBAIA"
"FLAVIO CALLEGARI";"PDS";"2249";"9.48";"ATIBAIA"
"NAGIB SALLES";"PMDB";"1686";"7.11";"ATIBAIA"
"APARICIO PENTEADO JUNIOR";"PDS";"1302";"5.49";"ATIBAIA"
"ALFREDO SANT\'ANNA JUNIOR";"PT";"868";"3.66";"ATIBAIA"
"ANTONIO SALVADOR BRANDAO";"PDT";"57";"0.24";"ATIBAIA"
"GILBERTO SANTANNA";"PMDB";"7376";"31.1";"ATIBAIA"
"JOSE APARECIDO FERREIRA FRANCO";"PDS";"4726";"19.93";"ATIBAIA"
"JOSE EULER SOARES GUZZI";"PMDB";"2416";"10.19";"ATIBAIA"
"FLAVIO CALLEGARI";"PDS";"2249";"9.48";"ATIBAIA"
"NAGIB SALLES";"PMDB";"1686";"7.11";"ATIBAIA"
"APARICIO PENTEADO JUNIOR";"PDS";"1302";"5.49";"ATIBAIA"
"ALFREDO SANT\'ANNA JUNIOR";"PT";"868";"3.66";"ATIBAIA"
"ANTONIO SALVADOR BRANDAO";"PDT";"57";"0.24";"ATIBAIA"
"PEDRO MATARESIO";"PMDB";"3479";"52.39";"AURIFLAMA"
"ADELINO DILA MARTINS DA SILVA";"PDS";"1299";"19.56";"AURIFLAMA"
"SYNESIO ALVES DE LIMA";"PDS";"1039";"15.65";"AURIFLAMA"
"AGUINALDO WEDEKIN";"PMDB";"540";"8.13";"AURIFLAMA"
"JURANDIR ANGELI";"PMDB";"0";"0";"AURIFLAMA"
"PEDRO MATARESIO";"PMDB";"3479";"52.39";"AURIFLAMA"
"ADELINO DILA MARTINS DA SILVA";"PDS";"1299";"19.56";"AURIFLAMA"
"SYNESIO ALVES DE LIMA";"PDS";"1039";"15.65";"AURIFLAMA"
"AGUINALDO WEDEKIN";"PMDB";"540";"8.13";"AURIFLAMA"
"JURANDIR ANGELI";"PMDB";"0";"0";"AURIFLAMA"
"ANTONIO FARIA NETO";"PMDB";"553";"29.86";"AVAI"
"OSWALDO EDMUNDO PASCHOAL";"PDS";"473";"25.54";"AVAI"
"DAVID BELISARIO";"PMDB";"346";"18.68";"AVAI"
"LEANDRO GAIOTE";"PDS";"149";"8.05";"AVAI"
"MANOEL RODRIGUES";"PMDB";"120";"6.48";"AVAI"
"ANTONIO FARIA NETO";"PMDB";"553";"29.86";"AVAI"
"OSWALDO EDMUNDO PASCHOAL";"PDS";"473";"25.54";"AVAI"
"DAVID BELISARIO";"PMDB";"346";"18.68";"AVAI"
"LEANDRO GAIOTE";"PDS";"149";"8.05";"AVAI"
"MANOEL RODRIGUES";"PMDB";"120";"6.48";"AVAI"
"RICARDO JORGE";"PDS";"1946";"64.57";"AVANHANDAVA"
"UMBERTO NANI RINALDI";"PMDB";"771";"25.58";"AVANHANDAVA"
"OLAVO FORNAZARI";"PMDB";"124";"4.11";"AVANHANDAVA"
"RICARDO JORGE";"PDS";"1946";"64.57";"AVANHANDAVA"
"UMBERTO NANI RINALDI";"PMDB";"771";"25.58";"AVANHANDAVA"
"OLAVO FORNAZARI";"PMDB";"124";"4.11";"AVANHANDAVA"
"PAULO DIAS NOVAES";"PMDB";"13178";"59.6";"AVARE"
"ARISTIDES GUERRA AGUIAR";"PDS";"3320";"15.02";"AVARE"
"JOAQUIM NEGRAO";"PDS";"2008";"9.08";"AVARE"
"PEDRO DE OLIVEIRA";"PMDB";"641";"2.9";"AVARE"
"ORLANDO CONTRUCCI";"PT";"617";"2.79";"AVARE"
"ANTONIO PRANZETTI";"PTB";"502";"2.27";"AVARE"
"JOAO BAPTISTA DE ANDRADE";"PDS";"8";"0.04";"AVARE"
"PAULO DIAS NOVAES";"PMDB";"13178";"59.6";"AVARE"
"ARISTIDES GUERRA AGUIAR";"PDS";"3320";"15.02";"AVARE"
"JOAQUIM NEGRAO";"PDS";"2008";"9.08";"AVARE"
"PEDRO DE OLIVEIRA";"PMDB";"641";"2.9";"AVARE"
"ORLANDO CONTRUCCI";"PT";"617";"2.79";"AVARE"
"ANTONIO PRANZETTI";"PTB";"502";"2.27";"AVARE"
"JOAO BAPTISTA DE ANDRADE";"PDS";"8";"0.04";"AVARE"
"JACYRO PEDRO VAZ";"PDS";"1253";"56.26";"BADY BASSITT"
"SIDNEY FLORIANO";"PMDB";"618";"27.75";"BADY BASSITT"
"SEBASTIAO NARDIM";"PMDB";"213";"9.56";"BADY BASSITT"
"JACYRO PEDRO VAZ";"PDS";"1253";"56.26";"BADY BASSITT"
"SIDNEY FLORIANO";"PMDB";"618";"27.75";"BADY BASSITT"
"SEBASTIAO NARDIM";"PMDB";"213";"9.56";"BADY BASSITT"
"ARCIRIO RIGOTTO";"PDS";"316";"53.38";"BALBINOS"
"RUBENS GARBELINI";"PDS";"246";"41.55";"BALBINOS"
"ARCIRIO RIGOTTO";"PDS";"316";"53.38";"BALBINOS"
"RUBENS GARBELINI";"PDS";"246";"41.55";"BALBINOS"
"LUIZ STEQUE RODRIGUES";"PMDB";"1710";"56.53";"BALSAMO"
"JESUS SOLER RODRIGUES";"PDS";"1152";"38.08";"BALSAMO"
"LUIZ STEQUE RODRIGUES";"PMDB";"1710";"56.53";"BALSAMO"
"JESUS SOLER RODRIGUES";"PDS";"1152";"38.08";"BALSAMO"
"SEBASTIAO DINIZ DE MORAIS";"PMDB";"2524";"43.08";"BANANAL"
"LUIZ DE OLIVEIRA";"PDS";"1311";"22.38";"BANANAL"
"GERALDO DE OLIVEIRA RAMOS";"PDS";"803";"13.71";"BANANAL"
"EDNALDO ELIAS MENDES LEAL";"PMDB";"323";"5.51";"BANANAL"
"ERNESTO DOS SANTOS NOGUEIRA";"PDS";"307";"5.24";"BANANAL"
"ANTONIA VALIANTE MONTEIRO";"PMDB";"185";"3.16";"BANANAL"
"SEBASTIAO DINIZ DE MORAIS";"PMDB";"2524";"43.08";"BANANAL"
"LUIZ DE OLIVEIRA";"PDS";"1311";"22.38";"BANANAL"
"GERALDO DE OLIVEIRA RAMOS";"PDS";"803";"13.71";"BANANAL"
"EDNALDO ELIAS MENDES LEAL";"PMDB";"323";"5.51";"BANANAL"
"ERNESTO DOS SANTOS NOGUEIRA";"PDS";"307";"5.24";"BANANAL"
"ANTONIA VALIANTE MONTEIRO";"PMDB";"185";"3.16";"BANANAL"
"VICENTE JOSE FURTADO";"PMDB";"918";"49.49";"BARAO DE ANTONINA"
"JOSE GONZAGA LEITE";"PDS";"837";"45.12";"BARAO DE ANTONINA"
"VICENTE JOSE FURTADO";"PMDB";"918";"49.49";"BARAO DE ANTONINA"
"JOSE GONZAGA LEITE";"PDS";"837";"45.12";"BARAO DE ANTONINA"
"WASHINGTON LUIZ DE CARVALHO";"PMDB";"873";"33.84";"BARBOSA"
"FAUSTO APARECIDO CASAROTI";"PDS";"487";"18.88";"BARBOSA"
"ELCIO JACOB OQUIUTE";"PDS";"402";"15.58";"BARBOSA"
"JOSE DIAS DE ANDRADE";"PDS";"277";"10.74";"BARBOSA"
"ANIZIO GARCIA";"PMDB";"210";"8.14";"BARBOSA"
"OSVALDO CUBAS SIQUEIRA";"PMDB";"208";"8.06";"BARBOSA"
"WASHINGTON LUIZ DE CARVALHO";"PMDB";"873";"33.84";"BARBOSA"
"FAUSTO APARECIDO CASAROTI";"PDS";"487";"18.88";"BARBOSA"
"ELCIO JACOB OQUIUTE";"PDS";"402";"15.58";"BARBOSA"
"JOSE DIAS DE ANDRADE";"PDS";"277";"10.74";"BARBOSA"
"ANIZIO GARCIA";"PMDB";"210";"8.14";"BARBOSA"
"OSVALDO CUBAS SIQUEIRA";"PMDB";"208";"8.06";"BARBOSA"
"JOSE APARECIDO DE ARAUJO";"PDS";"5274";"50.69";"BARIRI"
"FAUZE FARAH";"PMDB";"3342";"32.12";"BARIRI"
"JOSE OMAR GIACONI";"PMDB";"557";"5.35";"BARIRI"
"NELSON DEMETRIO";"PTB";"267";"2.57";"BARIRI"
"SERGIO NICOLA BOLSONI";"PT";"241";"2.32";"BARIRI"
"JOSE APARECIDO DE ARAUJO";"PDS";"5274";"50.69";"BARIRI"
"FAUZE FARAH";"PMDB";"3342";"32.12";"BARIRI"
"JOSE OMAR GIACONI";"PMDB";"557";"5.35";"BARIRI"
"NELSON DEMETRIO";"PTB";"267";"2.57";"BARIRI"
"SERGIO NICOLA BOLSONI";"PT";"241";"2.32";"BARIRI"
"WADY MUCARE";"PMDB";"3886";"31.5";"BARRA BONITA"
"ANTONIO OSVALDO DE LUCA";"PDS";"1948";"15.79";"BARRA BONITA"
"ANTONIO CARLOS USTULIN";"PMDB";"1668";"13.52";"BARRA BONITA"
"LAERCIO STANGHERLIN";"PDS";"1407";"11.4";"BARRA BONITA"
"JOSE ANTONIO FROLLINI";"PMDB";"1356";"10.99";"BARRA BONITA"
"ANTONIO BALDO VIDAL";"PDS";"1031";"8.36";"BARRA BONITA"
"WADY MUCARE";"PMDB";"3886";"31.5";"BARRA BONITA"
"ANTONIO OSVALDO DE LUCA";"PDS";"1948";"15.79";"BARRA BONITA"
"ANTONIO CARLOS USTULIN";"PMDB";"1668";"13.52";"BARRA BONITA"
"LAERCIO STANGHERLIN";"PDS";"1407";"11.4";"BARRA BONITA"
"JOSE ANTONIO FROLLINI";"PMDB";"1356";"10.99";"BARRA BONITA"
"ANTONIO BALDO VIDAL";"PDS";"1031";"8.36";"BARRA BONITA"
"JOAO ALVES CAVALCANTI";"PMDB";"713";"48.08";"BARRA DO TURVO"
"WANDERLEI EVANGELISTA MACHADO";"PDS";"344";"23.2";"BARRA DO TURVO"
"JOAQUIM CARRIEL DE LIMA";"PDS";"175";"11.8";"BARRA DO TURVO"
"MARIO CORADIN";"PDS";"137";"9.24";"BARRA DO TURVO"
"JOAO ALVES CAVALCANTI";"PMDB";"713";"48.08";"BARRA DO TURVO"
"WANDERLEI EVANGELISTA MACHADO";"PDS";"344";"23.2";"BARRA DO TURVO"
"JOAQUIM CARRIEL DE LIMA";"PDS";"175";"11.8";"BARRA DO TURVO"
"MARIO CORADIN";"PDS";"137";"9.24";"BARRA DO TURVO"
"UEBE REZECK";"PMDB";"9608";"27.33";"BARRETOS"
"JOAO BATISTA DA ROCHA";"PMDB";"6461";"18.38";"BARRETOS"
"ARY RIBEIRO DE MENDONCA";"PMDB";"6309";"17.95";"BARRETOS"
"IBRAIM MARTINS DA SILVA";"PDS";"4230";"12.03";"BARRETOS"
"JOSE FALLEIROS DE ALMEIDA";"PDS";"2500";"7.11";"BARRETOS"
"RODOLPHO GUIMARAES SANTOS";"PTB";"1501";"4.27";"BARRETOS"
"HELIO RIBEIRO";"PDS";"1161";"3.3";"BARRETOS"
"MARCO AURELIO CAVIOLA";"PT";"784";"2.23";"BARRETOS"
"RUY FERREIRA";"PTB";"133";"0.38";"BARRETOS"
"UEBE REZECK";"PMDB";"9608";"27.33";"BARRETOS"
"JOAO BATISTA DA ROCHA";"PMDB";"6461";"18.38";"BARRETOS"
"ARY RIBEIRO DE MENDONCA";"PMDB";"6309";"17.95";"BARRETOS"
"IBRAIM MARTINS DA SILVA";"PDS";"4230";"12.03";"BARRETOS"
"JOSE FALLEIROS DE ALMEIDA";"PDS";"2500";"7.11";"BARRETOS"
"RODOLPHO GUIMARAES SANTOS";"PTB";"1501";"4.27";"BARRETOS"
"HELIO RIBEIRO";"PDS";"1161";"3.3";"BARRETOS"
"MARCO AURELIO CAVIOLA";"PT";"784";"2.23";"BARRETOS"
"RUY FERREIRA";"PTB";"133";"0.38";"BARRETOS"
"FUAD AHMED SALEH";"PMDB";"2582";"56.65";"BARRINHA"
"ANTONIO MITUYOSHI KINOSHITA";"PDS";"643";"14.11";"BARRINHA"
"KOITI HIROTANI";"PDS";"299";"6.56";"BARRINHA"
"MISAEL JOSE DOS SANTOS";"PMDB";"222";"4.87";"BARRINHA"
"ORLANDO ZAMBONINI";"PMDB";"199";"4.37";"BARRINHA"
"ARCELIA GONCALVES CARDINALLI";"PDS";"153";"3.36";"BARRINHA"
"FUAD AHMED SALEH";"PMDB";"2582";"56.65";"BARRINHA"
"ANTONIO MITUYOSHI KINOSHITA";"PDS";"643";"14.11";"BARRINHA"
"KOITI HIROTANI";"PDS";"299";"6.56";"BARRINHA"
"MISAEL JOSE DOS SANTOS";"PMDB";"222";"4.87";"BARRINHA"
"ORLANDO ZAMBONINI";"PMDB";"199";"4.37";"BARRINHA"
"ARCELIA GONCALVES CARDINALLI";"PDS";"153";"3.36";"BARRINHA"
"RUBENS FURLAN";"PMDB";"12749";"41.91";"BARUERI"
"ALCIDES MUNHOZ";"PTB";"4373";"14.37";"BARUERI"
"JOSE DO CARMO DE PAULA BRAGA";"PMDB";"3501";"11.51";"BARUERI"
"ERMELINDO MASCHIO";"PTB";"2917";"9.59";"BARUERI"
"EUDAGERO QUINTANILHA";"PDS";"1238";"4.07";"BARUERI"
"LUIZ CARLOS GOMES";"PT";"1232";"4.05";"BARUERI"
"JOSE MARIA BALIEIRO";"PDS";"753";"2.48";"BARUERI"
"IRANY DE ALMEIDA";"PTB";"341";"1.12";"BARUERI"
"CRISPIM ARY DA SILVA PETRELLI";"PDS";"194";"0.64";"BARUERI"
"JOAQUIM SOARES DE FREITAS";"PMDB";"46";"0.15";"BARUERI"
